TF,target,importance
HMGB2,NUSAP1,11.686104461368563
HMGB2,STMN1,11.09455126763189
TCF7L2,ENSG00000298678,8.400135331526476
HMGB2,SMC4,8.166887619008483
MCTP2,TAFA2,8.045586733101059
HMGB2,CENPE,7.314816163018917
TCF4,RGS7,7.130536258080154
TCF7,FCGR3A,6.989192002467917
TCF7,DUSP2,6.921299485937402
TCF7,SELL,6.776812245879637
POU2F2,THEMIS,6.764545740812872
ZNF91,RGS1,6.635899698674513
ZNF37A,KIAA1958,6.15107851568818
HMGB2,H4C3,6.041738600872078
TCF7,GZMB,5.932667581154478
KLF12,DIS3L2,5.921162127801174
TCF7,CX3CR1,5.918541864655502
MCTP2,ZNF831,5.83469456220123
ZNF101,IL1B,5.8326507466680795
NFAT5,CD28,5.787286506930841
TCF7,SYNE2,5.771517153015464
TCF7,PRF1,5.765695086467599
ZNF568,S100A12,5.763821775251351
ZBTB38,TMTC2,5.576226581993486
TCF7,GNG2,5.562299689853711
FOS,WDR49,5.537107054503129
RUNX1,NRGN,5.536615859091231
NFATC3,TPTEP1--chr22:16601307(+),5.529247352712644
FEZ1,NOL4L,5.519291265722781
EOMES,MAFB,5.515803829222281
NR4A1,TESK2,5.505978277992602
DAB2,DUSP5,5.5055709987615975
IRF1,ANKH,5.475324313847746
TCF7,FGFBP2,5.474571652277171
HSPA5,TSGA10,5.458515233566838
MAFB,CLEC10A,5.4480715900673715
RPS6KA5,CCDC50,5.42299371131685
TCF7,CMC1,5.381231356358424
RPS6KA5,MGMT,5.366567798667134
TCF7,IL7R,5.187685378605579
TCF7,GATA3,5.163615821354034
RUNX3,ALCAM,5.1092349667974535
HMGB2,NUCB2,5.093622890678466
NFATC2,SLC16A1-AS1,5.0156891151737115
TCF7,SPON2,4.976602587374644
IRF1,SIMC1,4.970969818862266
HMGB2,ATAD2,4.928050980468849
CLOCK,ANGPT1,4.922662538942777
NFATC2,ANO10,4.901601662127526
NR4A1,G0S2,4.839569500452307
STAT1,RBMS3,4.8241706964001665
IRF1,SESN3,4.8028324751994775
POU2F2,MLLT3,4.800947395091011
HLTF,BCKDHB,4.786310417993704
MCTP2,NUBPL,4.784509179810167
TCF7,OXNAD1,4.780086271681585
IKZF2,CD3D,4.7547837751022275
MCTP2,GALM,4.753270906338047
RUNX1,PF4,4.747121740950246
KLF12,GMDS,4.736522771391319
RUNX1,ARHGAP6,4.722555257131106
NFATC3,FAR2,4.714993519548346
NFATC3,CNST,4.701197012097604
CLOCK,ENSG00000298678,4.67954298989738
HLTF,FAM66A,4.66797809956402
HLTF,PKD2,4.621100288858784
LEF1,PHTF2,4.615200619046984
IRF1,SCAI,4.601753736336156
RORA,PTPRM,4.587261772461079
TCF7,S1PR5,4.577835446558969
TCF7,ABLIM1,4.57483960814112
CEBPD,ITM2C,4.571512736137291
TCF7,SH2D1A,4.550686211606489
NFAT5,FMN1,4.550555664487945
TCF4,FAR2,4.532602687004759
ZEB2,EREG,4.505117735564925
TCF7,CST7,4.504431117278642
RUNX2,CD28,4.498689706141496
ETS1,MSR1,4.470410294042198
NFAT5,HDAC9,4.4686853201551875
FOS,FCN1,4.454611965076718
MCTP2,MYO9A,4.449136463243668
ZNF626,ZNF782,4.423678573887344
KMT2A,ZNF569,4.404003138265209
RUNX1,PPBP,4.399129078171344
BCL11A,ABCC3,4.394733058057088
CLOCK,GPHN,4.372561749310858
TCF7,ITM2A,4.3577737089079225
ZNF568,CLYBL,4.341839601775044
NR6A1,ALCAM,4.32530459865486
RUNX3,SBK1,4.325116789423975
TCF7,CCR7,4.324903511132403
TCF4,LINC00865,4.313880554859318
ZNF600,MAL,4.30716216857734
ZNF10,NR3C2,4.279038278711934
LEF1,STAM,4.273535624168915
LEF1,FBXO32,4.27141671976325
KLF12,CDK8,4.261471281547029
IRF8,GNG7,4.238338389326938
DACH1,FBXO22,4.218796039009435
HMGB2,SMC2,4.217447126469441
TCF7,MAF,4.215133168333503
LCORL,TANC2,4.2101581600031075
GATA3,NAALADL2,4.209576501285689
BCL11A,APP,4.20823527263567
CLOCK,FTX,4.208056492907204
KLF12,DYNC2H1,4.206932370711976
ZNF91,TMTC3,4.199537304584947
RUNX1,SPARC,4.177339147543036
TCF4,BLNK,4.170798686944642
NFAT5,SUMF1,4.163678932459332
MCTP2,LINC-PINT,4.1510713590621595
ZNF544,HLCS,4.145288453779126
ZNF155,RAB28,4.140770042667221
KLF12,LINGO2,4.135583905023837
CERS6,PTX3,4.129347632145082
NFATC3,SEMA3C,4.128376991789594
ZHX3,PLBD1,4.1251747127142435
ZHX3,TSC22D1,4.117041674786716
EGR1,SLC25A43,4.115423197018025
SP140,FMN1,4.091775976031814
IRF1,FLT3LG,4.088302335617574
KLF12,KANTR,4.072623817586948
TCF7,PVT1,4.062860845682779
TCF7,RUNX2,4.0494284167624865
MAF,CNST,4.0441435474669545
MCTP2,SPIDR,4.031114114123778
BCL11B,RGCC,4.018326095759151
NFATC3,AP4E1,4.006012522129432
TBX21,ENSG00000287190,4.000803181634905
FOXP1,CEP97,3.996556359008195
LCORL,PDE3B,3.9920952111509456
IKZF3,UST,3.991347161247398
HLTF,MED27,3.9865990040391788
RUNX2,TCF7,3.9835832891870373
NFATC2,ENSG00000293497,3.9532981891506487
HMGB2,CENPK,3.9504748257876523
ZNF331,FCER1A,3.941630847772401
ZNF10,AP3M2,3.9387021427687214
FEZ1,PNISR-AS1,3.9368975611223878
NFATC3,TTC39C,3.928246835925977
HSPA5,HBEGF,3.9155931310471055
ZNF407,SLX4IP,3.913956001660817
STAT1,LINC02580,3.9112799049008533
MAX,LDAH,3.907240127351948
